Energy [eV]	Cross Section	Asymmetry Parameter
35.0	1.831	0.9173
40.0	1.994	1.558
40.81	2.062	1.6159999999999999
45.0	2.657	1.639
50.0	3.92	1.314
55.0	5.682	0.9634
60.0	7.803	0.7074
65.0	10.21	0.5376
70.0	12.82	0.4278
75.0	15.49	0.3583
80.0	18.01	0.3163
85.0	20.2	0.294
90.0	21.95	0.2862
95.0	23.24	0.2893
100.0	24.06	0.3008
105.0	24.38	0.3188
110.0	24.19	0.3419
115.0	23.48	0.3691
120.0	22.31	0.3997
125.0	20.77	0.4332
130.0	18.97	0.4693
132.3	18.09	0.4867
135.0	17.04	0.5078
140.0	15.09	0.5488
145.0	13.19	0.5921
150.0	11.4	0.6379
151.4	10.93	0.6511
155.0	9.762	0.6862
160.0	8.283	0.737
165.0	6.975	0.7907
170.0	5.834	0.8472
175.0	4.852	0.9068
180.0	4.013999999999999	0.9698
185.0	3.305	1.036
190.0	2.7089999999999996	1.107
195.0	2.21	1.181
200.0	1.795	1.26
205.0	1.45	1.344
210.0	1.166	1.431
215.0	0.9329	1.5219999999999998
220.0	0.7425	1.614
225.0	0.5881	1.705
230.0	0.46399999999999997	1.7890000000000001
235.0	0.3654	1.8559999999999999
240.0	0.2879	1.893
245.0	0.2281	1.879
250.0	0.1831	1.7890000000000001
255.0	0.1502	1.595
260.0	0.1274	1.285
265.0	0.113	0.8722
270.0	0.1054	0.4065
275.0	0.1034	-0.04306
280.0	0.1059	-0.418
285.0	0.11199999999999999	-0.6911
290.0	0.1211	-0.8646
295.0	0.1324	-0.9572
300.0	0.1455	-0.9908
305.0	0.1599	-0.9851
310.0	0.1752	-0.9544
315.0	0.1912	-0.909
320.0	0.2076	-0.8555
325.0	0.2242	-0.7983
340.0	0.2734	-0.6267
360.0	0.3344	-0.4261
380.0	0.3869	-0.2631
400.0	0.4297	-0.1303
420.0	0.4633	-0.020319999999999998
440.0	0.4885	0.07272999999999999
460.0	0.5065	0.1528
480.0	0.5181	0.2226
500.0	0.5245	0.2842
520.0	0.5265	0.3391
540.0	0.525	0.3885
560.0	0.5206	0.4333
580.0	0.514	0.4742
600.0	0.5055	0.5117
620.0	0.4956	0.5462
640.0	0.4847	0.578
660.0	0.473	0.6076
680.0	0.4608	0.6351
700.0	0.4482	0.6607
720.0	0.4354	0.6847
740.0	0.4225	0.7072
760.0	0.4096	0.7283
780.0	0.3968	0.7482
800.0	0.3842	0.7669
850.0	0.3537	0.8091
900.0	0.3249	0.8458
950.0	0.2983	0.8779
1000.0	0.2737	0.9061
1041.0	0.2551	0.9268
1050.0	0.2512	0.9309999999999999
1100.0	0.2307	0.9531
1150.0	0.212	0.9726
1200.0	0.195	0.99
1250.0	0.1796	1.005
1253.6	0.1785	1.006
1300.0	0.1655	1.0190000000000001
1350.0	0.1528	1.031
1400.0	0.1412	1.042
1450.0	0.1306	1.052
1486.6	0.1235	1.058
1500.0	0.121	1.061
