energy,cross_section,asymmetry_parameter
680.0,0.1338,2
700.0,0.1249,2
720.0,0.1214,2
740.0,0.1186,2
760.0,0.1151,2
780.0,0.1112,2
800.0,0.1074,2
850.0,0.09921,2
900.0,0.0918,2
950.0,0.08495,2
1000.0,0.07894,2
1041.0,0.07446,2
1050.0,0.07352,2
1100.0,0.06855,2
1150.0,0.06405,2
1200.0,0.06,2
1250.0,0.05631,2
1253.6,0.056060000000000006,2
1300.0,0.05292,2
1350.0,0.04981,2
1400.0,0.04698,2
1450.0,0.04438,2
1486.6,0.0426,2
1500.0,0.04197,2
